PLAY #,ODK,DN,DIST,HASH,YARD LN,PLAY TYPE,RESULT,GN/LS,OFF FORM,OFF PLAY,OFF STR,PLAY DIR,GAP,PASS ZONE,DEF FRONT,COVERAGE,BLITZ,QTR
5332,O,1,10,R,47,Run,,-1,TRIO BACK,PWR,R,R,B,,,,,
5333,O,2,11,R,48,Pass,Incomplete,0,BASE,VERTS,R,R,,,,,,
5334,O,3,11,R,48,Pass,Incomplete,0,BASE,VERTS,R,R,,,,,,
5335,D,1,10,L,-13,Run,1st DN,12,,OUTSIDE ZONE (RPO),,,,,3-4,BLUE,FIELD MC,
5336,D,1,10,R,-25,Run,Rush,-1,,OUTSIDE ZONE (RPO),,,,,3-4,BLUE,BOUNDARY WC,
5337,D,2,9,M,-24,Run,Rush,-2,,INSIDE ZONE,,,,,6-1,BLUE,FIELD MC,
5338,D,3,13,M,-22,Pass,Complete,,,SLIP SCREEN,,,,,4-2,SOLO,SAW,
5339,O,1,10,L,-45,Run,,3,LT TRIO BACK,ISO,L,R,C,,,,,
5340,O,2,6,L,-48,Run,,5,TRIO BACK,VEER,R,L,C,,,,,
5341,O,3,1,L,47,Run,,12,TRIO BACK,PWR,R,R,B,,,,,
5342,O,1,10,M,35,Run,,18,LT TRIPS,PWR,L,L,A,,,,,
5343,O,1,10,M,17,Run,,4,LT TRIPS,PWR,R,L,A,,,,,
5344,O,2,6,L,13,Run,Fumble,-17,TRIO BACK,OZ,R,R,C,,,,,
5345,O,3,23,M,30,Run,,7,TRIPS,PWR,R,R,B,,,,,
5346,O,4,16,R,23,Pass,Incomplete,0,TRIO BACK,STOKE,R,R,,,,,,
5347,D,1,10,L,-22,Run,Rush,7,,OUTSIDE ZONE (RPO),,,,,4-3,SOLO,NO,
5348,D,2,3,R,-29,Run,Penalty,2,,INSIDE ZONE,,,,,3-3,SOLO,NO,
5349,D,2,1,L,-31,,,29,,VICTORY,,,,,,,NO,
5350,D,1,10,R,31,Run,"Rush, TD",31,DOUBLES,INSIDE ZONE (RPO),,,,,3-4,BLUE,NO,
5351,O,1,10,R,-28,Run,Rush,3,LT TRIO BACK,CTR,L,R,B,,,,,
5352,O,2,7,R,-31,Run,Rush,3,TROFF,PIN PULL,R,R,B,,,,,
5353,O,3,4,R,-34,Pass,Complete,42,ACE BACK,TRICK,BAL,L,,8,,,,
5354,O,1,10,R,24,Run,Rush,2,TRIO BACK,CTR,R,L,B,,,,,
5355,O,2,8,L,22,Run,Rush,3,LT DOS BACK,PWR,L,L,B,,,,,
5356,O,3,5,L,19,Pass,Incomplete,0,LT DOS BACK,TRICK,L,L,,7,,,,
5357,D,1,10,L,-25,Pass,"Complete, TD",75,TRIPS,DROPBACK,,,,,3-3,TAMPA,BOUNDARY BC,
5358,O,1,10,L,-25,Run,Rush,14,LT TRACE,CTR,L,L,A,,,,,
5359,O,1,10,L,-39,Run,Rush,0,LT TRACE,CTR,R,L,A,,,,,
5360,O,2,10,L,-39,Run,Rush,-4,DOS BACK,OZ,R,R,D,,,,,
5361,O,3,14,R,-35,Pass,Incomplete,0,LT DOS BACK,POKE,L,L,,7,,,,
5362,D,1,10,L,-33,Pass,Complete,0,TRIPS,OUTSIDE ZONE (RPO),,,,,3-3,TAMPA,BOUNDARY MB WC,
5363,D,2,10,R,-33,Run,Rush,2,DOUBLES,GT COUNTER (RPO),,,,,3-3,TAMPA,BOUNDARY BC,
5364,D,3,8,R,-35,Pass,Incomplete,0,EMPTY,DROPBACK,,,,,3-3,TAMPA,FIELD MA,
5365,O,1,10,M,-29,Pass,Complete,62,DOS BACK,TRICK,R,R,,9,,,,
5366,O,1,9,R,9,,Penalty,-5,TRACE YAK,CTR,R,R,,,,,,
5367,O,1,14,R,14,Run,Rush,8,LT DOS,PIN PULL,R,L,C,,,,,
5368,O,2,6,R,6,Run,Rush,2,ACE YAK,CTR,R,R,A,,,,,
5369,O,3,4,R,4,Pass,"Complete, TD",4,HEAVY,TRICK,R,R,,9,,,,
5370,D,1,10,L,-36,Run,Rush,3,TRIO,GT COUNTER (RPO),,,,,3-4,SOLO,NO,
5371,D,2,7,M,-39,Run,Rush,7,TRIO BACK,INSIDE ZONE,,,,,3-3,SOLO,NO,
5372,D,1,10,R,-46,Run,Rush,6,TRIO BACK,INSIDE ZONE,,,,,3-4,SOLO,NO,
5373,D,2,2,R,48,Pass,"Complete, TD",48,TRIO BACK,PLAY ACTION,,,,,3-4,SOLO,NO,
5374,O,1,10,L,-21,Run,Rush,0,LT DOS,PIN PULL,L,L,C,,,,,
5375,O,2,10,L,-21,Run,Rush,9,TRIO,OZ,R,R,D,,,,,
5376,O,3,1,R,-30,,Penalty,5,,,,,,,,,,
5377,O,1,10,R,-35,Run,Rush,2,DOS BACK,PWR,R,R,B,,,,,
5378,O,2,8,R,-37,Run,Rush,3,LT TRIO BACK,CTR,L,R,A,,,,,
5379,O,3,5,R,-40,Pass,Penalty,15,LT TRIPS,VERTS,L,R,,9,,,,
5380,O,1,10,R,45,Run,Rush,-3,DOS BACK,PWR,R,R,B,,,,,
5381,O,2,13,R,48,,Penalty,-5,,,,,,,,,,
5382,O,2,18,R,-47,Run,Rush,-13,LT TRIO,OZ,L,L,,,,,,
5383,O,3,31,L,-34,Run,Rush,-4,LT TRIO BACK,CTR,L,R,A,,,,,
5384,D,1,10,R,-19,Pass,Complete,34,DOUBLES,SPLIT ZONE (RPO),,,,,3-3,TAMPA,NO,
5385,D,1,10,L,47,Pass,Incomplete,0,DOUBLES,DROPBACK,,,,,3-3,TAMPA,BOUNDARY MC,
5386,D,2,10,L,47,Pass,Complete,5,DOUBLES,INSIDE ZONE (RPO),,,,,3-3,GREEN,FIELD FALCON B,
5387,D,3,5,R,42,Run,"Rush, TD",42,LT TRIO BACK,SPINNER,,,,,3-4,SOLO,NO,
5388,O,1,10,M,-38,Run,Rush,4,LT TROFF,PIN PULL,L,L,D,,,,,
5389,O,2,6,L,-42,Pass,Incomplete,0,DOS BACK,NASA,R,L,,7,,,,
5390,O,3,6,L,-42,Pass,"Interception, Def TD",,LT DOS BACK,VERTS,L,L,,7,,,,
5391,O,1,10,M,-37,Run,Rush,-1,LT DOS,OZ,L,L,C,,,,,
5392,O,2,11,L,-36,Pass,Interception,,TRACE YAK,TRICK,R,R,D,6,,,,
5393,D,1,10,L,50,Pass,Penalty,15,LT TRIO BACK,DROPBACK,,,,,3-4,SOLO,NO,
5394,D,1,10,L,35,Run,Rush,8,SPLIT,OUTSIDE ZONE,,,,,3-3,TAMPA,NO,
5395,D,2,2,L,27,Run,Rush,5,DOUBLES,INSIDE ZONE (RPO),,,,,3-3,TAMPA,NO,
5396,D,1,10,L,22,Run,Rush,12,DOS BACK,COUNTER,,,,,3-4,SOLO,MW CROSS,
5397,D,1,10,L,10,Run,"Rush, TD",10,TRIO BACK,OUTSIDE ZONE,,,,,3-4,BLACK,FIELD FALCON C,
5398,O,1,10,R,-30,Run,Rush,2,ACE YAK,CTR,R,R,A,,,,,
5399,O,2,8,R,-32,Run,Rush,-2,LT TROFF,PIN PULL,L,L,C,,,,,
5400,O,3,10,M,-30,Run,Rush,7,DOS,PIN PULL,R,R,D,,,,,
5401,D,1,10,R,-31,Pass,Interception,,DOUBLES,DROPBACK,,,,,3-3,TAMPA,NO,
5402,O,1,10,R,38,Run,"Rush, TD",38,TRACE YAK,CTR,R,R,A,,,,,
5403,D,1,10,R,30,Run,Rush,5,DOUBLES,INSIDE ZONE (RPO),,,,,3-4,BLUE,FIELD MA,
5404,D,2,5,R,25,Pass,Complete,1,DOUBLES,DROPBACK,,,,,3-4,BLUE,BOUNDARY BC,
5405,D,3,4,L,24,,Timeout,0,,,,,,,,,,
5406,D,3,4,L,24,Pass,Complete,10,LT SPLIT,TUNNEL SCREEN,,,,,3-3,TAMPA,NO,
5407,D,1,10,L,14,Pass,Incomplete,0,TRIPS,SPRINTOUT,,,,,3-3,TAMPA,BOUNDARY BC,
5408,D,2,9,L,9,Pass,"Complete, TD",9,DOUBLES,DROPBACK,,,,,3-4,WHITE,SAW TWIST,
5409,O,1,10,R,-38,Run,Rush,0,ACE YAK,CTR,R,R,A,,,,,
5410,O,2,10,R,-38,Run,Penalty,-10,ACE YAK,CTR,R,R,D,,,,,
5411,O,2,21,R,-28,Run,Rush,5,ACE YAK,CTR,R,R,C,,,,,
5412,D,1,10,L,-26,,Penalty,-5,,,,,,,4-2,,FIELD FALCON C,
5413,D,1,15,L,-21,Run,Rush,10,TRIO,GT COUNTER (RPO),,,,,3-3,SOLO,NO,
5414,D,2,5,M,-31,Pass,Incomplete,0,TRIPS,DROPBACK,,,,,3-4,SOLO,NO,
5415,D,3,5,M,-31,Pass,Scramble,7,DOUBLES,SPRINTOUT,,,,,3-3,TAMPA,FIELD MC,
5416,D,1,10,R,-38,Run,Rush,14,LT DOS BACK,COUNTER,,,,,3-4,BLUE,NO,
5417,D,1,10,R,48,Run,Rush,4,DOS BACK,OUTSIDE ZONE,,,,,3-4,BLUE,NO,
5418,D,2,6,R,44,Pass,Incomplete,0,DOUBLES,DROPBACK,,,,,3-3,GREEN,NO,
5419,D,3,6,R,44,Pass,Complete,7,DOUBLES,DROPBACK,,,,,3-3,GREEN,NO,
5420,D,1,10,R,37,Run,Rush,12,LT TRIPS,GT COUNTER (RPO),,,,,3-3,GREEN,BOUNDARY BC,
5421,D,1,10,R,25,Run,Rush,9,DOUBLES,POWER (RPO),,,,,3-3,TAMPA,NO,
5422,D,2,1,R,16,Run,Rush,5,DOUBLES,SPLIT ZONE (RPO),,,,,3-4,GREEN,NO,
5423,D,1,10,M,11,Run,Rush,-1,LT TRIPS,OUTSIDE ZONE,,,,,3-4,SOLO,FIELD MA,
5424,D,2,11,R,12,Pass,"Scramble, TD",12,DOUBLES,DROPBACK,,,,,3-4,BLUE,FIELD MA,
5425,O,1,10,M,-44,Run,Rush,3,ACE YAK,CTR,L,R,B,,,,,
5426,O,2,8,M,-47,Run,Rush,0,LT TRIO BACK CLOSED,CTR,R,R,A,,,,,
5427,O,3,8,R,-47,Pass,Complete,40,ACE YAK,TRICK,R,R,,9,,,,
5428,O,1,10,R,14,Run,Rush,0,ACE YAK,CTR,R,R,C,,,,,
5429,O,2,10,R,13,Run,Rush,6,DOS BACK,PIN PULL,R,R,D,,,,,
5430,O,3,3,R,8,Run,Rush,3,TROFF,PWR,R,R,C,,,,,
5431,O,1,5,R,5,Run,Rush,3,HEAVY,IZ,R,R,E-Alley,,,,,
5432,O,2,2,R,2,Run,"Rush, TD",2,HEAVY,IZ,R,R,D,,,,,
5433,O,1,10,R,37,Run,Rush,0,TRIO BACK,CTR,R,L,A,,,,,
5434,O,2,10,R,37,Run,Rush,7,LT TRIPS,CTR,L,R,B,,,,,
5435,O,3,3,R,30,Pass,Penalty,15,LT DOS BACK,DEAL,L,R,,9,,,,
5436,O,1,10,R,15,Run,Rush,-4,ACE YAK,CTR,R,R,C,,,,,
5437,O,2,14,R,19,Pass,Complete,13,LT TRIO BACK,TRICK,L,R,,6,,,,
5438,O,3,1,R,6,Run,Rush,4,HEAVY,IZ,R,R,D,,,,,
5439,O,1,2,R,2,Run,"Rush, TD",2,HEAVY,IZ,L,L,E-Alley,,,,,
5440,D,1,10,R,-46,Run,Rush,3,LT TRIO BACK,OUTSIDE ZONE,,,,,3-3,SOLO,NO,
5441,D,2,7,L,-49,Run,Rush,1,DOUBLES,GT COUNTER (RPO),,,,,3-3,TAMPA,NO,
5442,D,3,6,M,50,Pass,"Complete, TD",50,TRIPS,DROPBACK,,,,,3-3,TAMPA,BOUNDARY BC,
5443,O,1,10,R,-18,Run,Rush,3,LT TRIO BACK,PWR,L,L,B,,,,,
5444,O,2,7,R,-21,Run,Rush,3,LT TRIPS,PIN PULL,L,L,C,,,,,
5445,O,3,4,L,-24,Pass,Interception,0,DOS BACK,SWITCH,R,L,,7,,,,
5446,D,1,10,R,49,Run,Rush,2,DOUBLES,INSIDE ZONE (RPO),,,,,3-4,BLUE,NO,
5447,D,2,8,R,47,Run,Rush,8,LT TRIPS,FLY SWEEP,,,,,3-4,SOLO,NO,
5448,D,1,10,R,39,Run,Rush,6,DOS BACK,COUNTER (RPO),,,,,3-4,GREEN,BOUNDARY BC,
5449,D,2,4,M,33,Run,Rush,2,LT TRIO BACK,OUTSIDE ZONE (RPO),,,,,3-3,SOLO,NO,
5450,D,3,2,L,31,Run,Rush,3,DOS BACK,COUNTER,,,,,3-4,GREEN,SAW,
5451,D,1,10,L,28,Run,Rush,3,TRIO BACK,INSIDE ZONE (RPO),,,,,4-2,SOLO,FIELD FALCON C,
5452,D,2,7,L,25,Run,Rush,-5,,POWER READ,,,,,3-4,SOLO,NO,
5453,D,3,12,L,30,Run,Rush,-1,DOS BACK,OUTSIDE ZONE (RPO),,,,,3-4,GREEN,MW PLUG,
5454,D,4,13,L,31,Run,Rush,,LT TRIO BACK,OUTSIDE ZONE,,,,,4-2,SOLO,NO,
5455,O,1,10,R,-28,Run,Rush,27,DOS BACK,PWR,R,R,C,,,,,
5456,D,1,10,M,-38,Run,Rush,4,,,,,,,,,,1
5457,D,2,6,M,-42,Run,Rush,0,,,,,,,,,,1
5458,D,3,6,M,-42,Pass,Complete,21,,,,,,,,,,1
5459,D,1,10,M,37,Pass,Incomplete,0,,,,,,,,,,1
5460,D,2,10,M,37,Run,Rush,14,,,,,,,,,,1
5461,D,1,10,M,23,Pass,Incomplete,0,,,,,,,,,,1
5462,D,2,10,M,23,Pass,Penalty,-5,,,,,,,,,,1
5463,D,2,15,M,28,Run,Rush,10,,,,,,,,,,1
5464,D,3,5,M,18,Run,Rush,5,,,,,,,,,,1
5465,D,1,10,R,13,Pass,Penalty,6,,,,,,,,,,1
5466,D,1,43,R,7,Run,"Rush, TD",7,,,,,,,,,,1
5467,O,1,10,M,-47,Run,Rush,10,ACE,FLORIDA,,,,,,,,1
5468,O,1,10,M,43,Pass,Complete,7,ACE,SMOOSH,,,,,,,,1
5469,O,2,3,L,36,,Penalty,-5,,,,,,,,,,1
5470,O,2,8,L,41,Pass,Scramble,6,DING,POKE,,,,,,,,1
5471,O,3,2,R,35,Run,Rush,1,ACE BACK,DUKE,,,,,,,,1
5472,O,4,1,M,34,Run,Rush,9,ACE,BAYLOR BIG,,,,,,,,1
5473,O,1,10,M,25,Run,Penalty,-5,TRACE YAK,DUKE,,,,,,,,1
5474,O,1,15,L,30,Run,Rush,8,LT TROFF,COUGAR HUG,,,,,,,,1
5475,O,2,7,L,22,Pass,Incomplete,0,TRACE YAK 5,SALT,,,,,,,,1
5476,O,3,7,L,22,Pass,Scramble,4,ACE 4,BEAR BIG Q,,,,,,,,1
5477,O,4,3,L,18,Pass,Incomplete,0,ACE,BELT SWAP,,,,,,,,1
5478,D,1,10,R,-17,Run,Rush,4,,,,,,,,,,1
5479,D,2,6,R,-21,Pass,Complete,1,,,,,,,,,,1
5480,D,3,5,R,-22,Pass,Incomplete,0,,,,,,,,,,1
5481,O,1,10,L,-40,Run,"Fumble, Def TD",0,LT DING 1,OKLAHOMA X FLY,,,,,,,,1
5482,O,1,10,M,-15,Run,Rush,5,ACE BACK,HOUSTON GUY,,,,,,,,1
5483,O,2,5,R,-20,Run,Rush,13,ACE BACK,DUKE,,,,,,,,1
5484,O,1,10,M,-33,Run,Rush,3,LT DING,AKRON REAM,,,,,,,,1
5485,O,2,7,L,-36,Run,Penalty,8,TROFF 2,SOONER Q,,,,,,,,1
5486,O,1,10,L,-44,Pass,Incomplete,0,LT TRACE YAK 1,PEPPER CRANK,,,,,,,,1
5487,O,2,10,L,-44,Run,Rush,3,DING,ZIP REAM,,,,,,,,1
5488,O,3,7,M,-47,Pass,Incomplete,0,ACE,OKIE,,,,,,,,2
5489,D,1,10,M,-19,Run,Rush,15,,,,,,,,,,2
5490,D,1,10,M,-34,Pass,Complete,-1,,,,,,,,,,2
5491,D,2,11,R,-33,Pass,Complete,18,,,,,,,,,,2
5492,D,1,10,L,49,Run,Penalty,-15,,,,,,,,,,2
5493,D,1,25,L,-36,Pass,Penalty,-10,,,,,,,,,,2
5494,D,1,35,L,-26,Run,Rush,13,,,,,,,,,,2
5495,D,2,22,M,-39,Pass,Complete,14,,,,,,,,,,2
5496,D,3,8,M,47,Pass,Complete,15,,,,,,,,,,2
5497,D,1,10,L,32,Run,Rush,8,,,,,,,,,,2
5498,D,2,2,L,24,Run,Penalty,-5,,,,,,,,,,2
5499,D,2,7,L,29,Pass,"Complete, TD",29,,,,,,,,,,2
5500,O,1,10,M,-23,Run,Rush,2,LT TRACE YAK,COUGAR GUY,,,,,,,,2
5501,O,2,8,R,-25,Run,Rush,4,LT TROFF,DUKE,,,,,,,,2
5502,O,3,4,R,-29,Run,Rush,13,ACE,BEAR BIG Q,,,,,,,,2
5503,O,1,10,R,-42,Pass,Incomplete,0,DING STACK,TOAST,,,,,,,,2
5504,O,2,10,R,-42,Run,Rush,2,LT TROFF,FLORIDA,,,,,,,,2
5505,O,3,8,R,-44,Pass,Complete,14,LT TRACE YAK 6,PEPPER,,,,,,,,2
5506,O,1,10,R,42,Pass,Incomplete,0,TROFF BACK 2,CRACK,,,,,,,,2
5507,O,2,10,L,42,Run,Rush,8,ACE,GATOR,,,,,,,,2
5508,O,3,2,L,34,Run,Rush,4,ACE BACK,DEVIL,,,,,,,,2
5509,O,1,10,L,30,Run,Rush,2,ACE BACK,HOUSTON RALLY,,,,,,,,2
5510,O,2,8,L,28,Run,Rush,0,TRACE,GATOR FRONT,,,,,,,,2
5511,O,3,8,L,28,Pass,Incomplete,0,ACE,BELT SWAP,,,,,,,,2
5512,O,4,8,L,28,,Timeout,,,,,,,,,,,2
5513,O,4,8,L,28,Pass,Incomplete,0,TRIO BACK 3,FLOOD,,,,,,,,2
5514,D,1,10,L,49,Pass,Incomplete,0,,,,,,,,,,2
5515,D,2,10,L,49,Pass,Complete,12,,,,,,,,,,2
5516,D,1,10,L,37,Pass,"Complete, TD",37,,,,,,,,,,2
5517,O,1,10,M,-42,Pass,Sack,-14,DOS BACK SQUEEZE,BOLT,,,,,,,,2
5518,O,2,24,R,-28,Run,Rush,2,DOS,ZIP READ,,,,,,,,2
5519,O,3,22,R,-30,Pass,Complete,4,LT TRIO BACK,Y BOSS FLARE,,,,,,,,2
5520,D,1,10,R,-34,Pass,Incomplete,0,,,,,,,,,,2
5521,D,2,10,L,-34,Pass,Complete,8,,,,,,,,,,2
5522,D,3,2,L,-42,Pass,Complete,13,,,,,,,,,,2
5523,D,1,10,R,45,Pass,Penalty,15,,,,,,,,,,2
5524,D,1,10,L,30,Pass,"Complete, TD",30,,,,,,,,,,2
5525,O,1,10,M,-34,,,0,,,,,,,,,,2
5526,O,1,10,M,-31,Pass,Complete,5,ACE,SMOOSH,,,,,,,,3
5527,O,2,5,L,-36,Run,Rush,3,DING,ZIP REAM,,,,,,,,3
5528,O,3,2,R,-39,Run,Rush,2,LT TROFF,BAYLOR BIG Q BOSS,,,,,,,,3
5529,O,1,10,R,-41,Run,Rush,14,ACE,AKRON,,,,,,,,3
5530,O,1,10,M,45,Run,Rush,8,TROFF 4,DEVIL Q,,,,,,,,3
5531,O,2,2,L,43,Run,Rush,25,ACE BACK 4,HOUSTON GUY Q,,,,,,,,3
5532,O,1,10,L,18,Pass,Complete,5,ACE 4,BELT SWAP,,,,,,,,3
5533,O,2,5,L,13,Run,Rush,8,LT TROFF,DUKE,,,,,,,,3
5534,O,1,5,L,5,Run,"Rush, TD",5,LT DING,AKRON REAM,,,,,,,,3
5535,D,1,10,M,-32,Run,Rush,2,,,,,,,,,,3
5536,D,2,8,L,-34,Run,Rush,5,,,,,,,,,,3
5537,D,3,3,L,-39,Pass,Complete,12,,,,,,,,,,3
5538,D,1,10,R,49,Run,Rush,7,,,,,,,,,,3
5539,D,2,3,R,42,Run,Rush,8,,,,,,,,,,3
5540,D,1,10,R,34,Run,Rush,5,,,,,,,,,,3
5541,D,2,5,R,29,Run,Rush,7,,,,,,,,,,3
5542,D,1,10,L,22,Run,Scramble,13,,,,,,,,,,3
5543,D,1,9,L,9,Run,"Fumble, Def TD",0,,,,,,,,,,3
5544,D,1,10,M,-40,Run,Rush,13,,,,,,,,,,3
5545,D,1,10,L,47,Run,Rush,14,,,,,,,,,,3
5546,D,1,10,L,33,Run,Rush,27,,,,,,,,,,4
5547,D,1,6,M,6,Run,Rush,4,,,,,,,,,,4
5548,D,2,2,R,2,Run,Rush,1,,,,,,,,,,4
5549,D,3,1,M,1,Run,"Rush, TD",1,,,,,,,,,,4
5550,O,1,10,M,-19,Run,Rush,4,TROFF BACK,ZIP REAM,,,,,,,,4
5551,O,2,6,L,-23,,Penalty,-5,,,,,,,,,,4
5552,O,2,11,L,-18,,Penalty,-5,,,,,,,,,,4
5553,O,2,16,L,-13,Pass,Complete,24,ACE,OKIE,,,,,,,,4
5554,O,1,10,M,-37,Run,Rush,14,TRACE YAK,COUGAR GUY,,,,,,,,4
5555,O,1,10,L,49,Pass,Scramble,5,TRACE YAK,AKRON REAM,,,,,,,,4
5556,O,2,5,L,44,Pass,Incomplete,0,TROFF,SPOT,,,,,,,,4
5557,O,3,5,L,44,Pass,Complete,9,TROFF,SPOT,,,,,,,,4
5558,O,1,10,L,35,Pass,Scramble,14,ACE,ZORRO,,,,,,,,4
5559,O,1,10,L,21,,Penalty,-5,,,,,,,,,,4
5560,O,1,15,L,26,,Penalty,-5,,,,,,,,,,4
5561,O,1,20,L,31,Run,Rush,23,TROFF,DEVIL,,,,,,,,4
5562,O,1,8,L,8,Run,"Rush, TD",8,LT DING,COUGAR HUG FRONT,,,,,,,,4
5563,D,1,10,M,-20,Run,Rush,2,,,,,,,,,,4
5564,D,2,8,M,-22,Run,Rush,5,,,,,,,,,,4
5565,D,3,3,M,-27,Run,Rush,-7,,,,,,,,,,4
5566,O,1,10,M,-26,Run,Rush,4,LT TRIO BACK,DUKE FRONT,,,,,,,,4
5567,O,2,6,M,-30,Run,Rush,5,LT TRIO BACK,WISCONSIN FRONT,,,,,,,,4
5568,O,3,1,M,-35,Run,Rush,6,LT TREY,AKRON READ,,,,,,,,4
5569,O,1,10,M,-41,Pass,Complete,7,TRIO BACK,SALT,,,,,,,,4
5570,O,2,3,M,-48,Run,Rush,5,LT DOS,OKLAHOMA,,,,,,,,4
5571,D,1,10,R,-20,Pass,Incomplete,0,EMPTY,DROPBACK,,,,,3-3,SPECIAL,NO,
5572,D,2,10,R,-20,Pass,Complete,1,LT TRIPS,TUNNEL SCREEN,,,,,3-3,ROLL,BOUNDARY WB BC,
5573,D,3,9,L,-21,Pass,Complete,13,EMPTY,DROPBACK,,,,,3-1,ROLL,FIELD WB SC X,
5574,D,1,10,L,-34,Run,Rush,17,DBLS,OUTSIDE ZONE,,,,,3-2,GREEN,NO,
5575,D,1,10,R,49,Pass,Penalty,-5,DBLS,DROPBACK,,,,,5-1,ROLL,BOUNDARY WC,
5576,D,1,15,R,-46,Pass,Incomplete,0,LT TRIPS,DROPBACK,,,,,3-2,ROLL,FIELD WB SA X,
5577,D,2,15,R,-46,Run,Rush,-3,LT TRIPS,Y BOSS FLARE,,,,,5-1,ROLL,BOUNDARY WA BC,
5578,D,3,18,L,-43,Pass,Scramble,14,TRIPS,DROPBACK,,,,,5-1,ROLL,BOUNDARY WA BC,
5579,D,4,4,L,43,Pass,Incomplete,0,DBLS,DROPBACK,,,,,3-2,GREEN,NO,
5580,O,1,10,R,-43,Run,Rush,14,,,,,,,,,,
5581,O,1,10,L,43,Run,Rush,5,,,,,,,,,,
5582,O,2,5,L,38,Pass,Complete,9,,,,,,,,,,
5583,O,1,10,L,29,Run,Rush,-4,LT TRIO BACK,SZ,L,L,A,,,,,
5584,O,2,14,L,33,Run,Rush,7,,,,,,,,,,
5585,O,3,7,L,26,Run,Rush,23,,,,,,,,,,
5586,O,1,3,R,3,Run,"Rush, TD",3,,,,,,,,,,
5587,D,1,10,R,-30,Pass,Complete,9,LT TRIPS,INSIDE ZONE (RPO),,,,,4-1,ROLL,BOUNDARY BC,
5588,D,2,1,L,-39,Pass,Incomplete,0,DBLS,INSIDE ZONE (RPO),,,,,3-2,BLUE,NO,
5589,D,3,1,L,-39,Run,Rush,13,TRIO BACK,INSIDE ZONE,,,,,5-1,ROLL,BOUNDARY WC BB X,
5590,D,1,10,L,48,Run,Penalty,-10,TRIO BACK,OUTSIDE ZONE,,,,,5-2,ROLL,BOUNDARY WA BC,
5591,D,2,20,L,-42,Pass,Incomplete,0,DBLS,DROPBACK,,,,,3-2,ROLL,NO,
5592,D,3,20,L,-42,Pass,Complete,22,EMPTY,DROPBACK,,,,,3-2,GREEN,NO,
5593,D,1,10,R,36,Run,Rush,-1,LT TRIPS,INSIDE ZONE (RPO),,,,,5-1,ROLL,BOUNDARY WC BC,
5594,D,2,11,R,37,Pass,Incomplete,0,DBLS,DROPBACK,,,,,4-2,BLUE,BOUNDARY BC,
5595,D,3,11,R,37,Pass,Scramble,12,EMPTY,DROPBACK,,,,,3-2,ROLL,FIELD WB SA X,
5596,D,1,10,R,25,Run,Rush,-1,DBLS,Y BOSS FLARE,,,,,3-2,GREEN,NO,
5597,D,2,11,L,26,Run,Rush,5,TRIPS,POWER (RPO),,,,,4-2,BLUE,BOUNDARY BC,
5598,D,3,6,M,21,Pass,"Complete, TD",21,DOS BACK,OUTSIDE ZONE (RPO),,,,,6-0,GREEN,SAW BC,
5599,O,1,10,R,-35,Pass,Complete,11,,,,,,,,,,
5600,O,1,10,L,-46,Run,Rush,6,,,,,,,,,,
5601,O,2,4,L,48,Run,Rush,2,,,,,,,,,,
5602,O,3,2,L,46,,Penalty,-5,,,,,,,,,,
5603,O,3,7,L,-49,Run,Rush,0,,,,,,,,,,
5604,O,4,7,M,-49,Pass,Incomplete,0,,,,,,,,,,
5605,D,1,10,M,49,Pass,Incomplete,0,LT TRIPS,POWER (RPO),,,,,5-0,ROLL,BOUNDARY BC,
5606,D,2,10,M,49,Pass,Incomplete,0,LT TRIPS,DROPBACK,,,,,4-2,GREEN,BOUNDARY BC,
5607,D,3,10,M,49,Pass,Complete,39,LT TRIPS,DROPBACK,,,,,5-1,ROLL,BOUNDARY WA BC,
5608,D,1,10,L,10,Run,Rush,3,LT TRIO BACK,INSIDE ZONE,,,,,5-1,ROLL,BOUNDARY BC,
5609,D,2,7,M,7,Run,Rush,2,ACE BACK,OUTSIDE ZONE,,,,,4-4,BLACK,NO,
5610,D,3,5,R,5,Pass,Incomplete,0,LT TRIPS,SPRINTOUT,,,,,4-1,BLACK,BOUNDARY BC,
5611,O,1,10,M,-20,Run,Rush,11,,,,,,,,,,
5612,O,1,10,L,-31,Run,Rush,26,,,,,,,,,,
5613,O,1,10,R,43,Pass,Penalty,-10,,,,,,,,,,
5614,O,1,20,R,-47,Pass,Incomplete,0,,,,,,,,,,
5615,O,2,20,R,-47,Run,Rush,4,,,,,,,,,,
5616,O,3,16,R,49,Pass,"Complete, TD",49,,,,,,,,,,
5617,D,1,10,R,-45,Pass,Complete,3,EMPTY,DROPBACK,,,,,5-0,ROLL,FIELD WC SB X,
5618,D,2,7,R,-48,Run,Rush,4,DBLS,OUTSIDE ZONE (RPO),,,,,3-2,GREEN,NO,
5619,D,3,3,R,48,Run,Rush,14,DOS BACK,OUTSIDE ZONE (RPO),,,,,3-3,GREEN,FIELD SC,
5620,D,1,10,M,34,Pass,Penalty,-5,DBLS,DROPBACK,,,,,3-2,GREEN,NO,
5621,D,1,15,M,39,Pass,Complete,5,EMPTY,TUNNEL SCREEN,,,,,3-2,ROLL,FIELD SC W2,
5622,D,2,10,R,34,Pass,"Complete, TD",34,LT TRIPS,DROPBACK,,,,,5-0,ROLL,BOUNDARY WC BB X,
5623,O,1,10,L,-25,Run,Rush,2,,,,,,,,,,
