PLAY #,ODK,DN,DIST,HASH,YARD LN,PLAY TYPE,RESULT,GN/LS,OFF FORM,OFF PLAY,OFF STR,PLAY DIR,GAP,PASS ZONE,DEF FRONT,COVERAGE,BLITZ,QTR
1208,O,1,10,L,12,Run,Rush,-1,QUAD,NASCAR UFO,,,,,,,,1
1209,O,2,11,M,13,Run,Penalty,-5,TROFF OVER,DEVIL READ,,,,,,,,1
1210,O,2,16,M,18,Pass,Incomplete,0,TRACE,SMOOSH,,,,,,,,1
1211,O,3,16,M,18,Run,Rush,2,DOUBLES,DUCK Q BOSS,,,,,,,,1
1212,D,1,10,M,-17,Run,Rush,4,,,,,,,,,,1
1213,D,2,6,M,-21,Run,Rush,11,,,,,,,,,,1
1214,D,1,10,M,-32,Pass,"Complete, TD",68,,,,,,,,,,1
1215,O,1,10,M,-20,Pass,Complete,4,TREY SHADOW 1,LONGHORN,,,,,,,,1
1216,O,2,6,M,-24,Run,Rush,4,LT TREY 5,BAYLOR BIG Q,,,,,,,,1
1217,O,3,2,M,-28,Run,Rush,3,TRACE,ZIP FRONT,,,,,,,,1
1218,O,1,10,L,-31,Pass,Complete,0,DOS BACK 4,ROCKET FLARE,,,,,,,,1
1219,O,2,10,L,-31,Pass,"Complete, TD",69,LT TRIO BACK,DUKE FRONT,,,,,,,,1
1220,D,1,10,L,-36,Pass,Complete,3,,,,,,,,,,1
1221,D,2,7,M,-39,Run,,-3,,,,,,,,,,1
1222,D,3,10,M,-36,Pass,Incomplete,0,,,,,,,,,,1
1223,O,1,10,L,-17,Run,Scramble,-16,LT TROFF 4,BULL Q,,,,,,,,1
1224,O,2,26,R,-1,Run,Rush,0,ACE,SOONER Q BOSS,,,,,,,,1
1225,O,3,26,R,-1,Pass,Complete,8,DING,ZIP REAM,,,,,,,,1
1226,D,1,10,R,-49,Run,Rush,18,,,,,,,,,,1
1227,D,1,10,R,33,,Penalty,-5,,,,,,,,,,2
1228,D,1,15,R,38,,Penalty,-5,,,,,,,,,,2
1229,D,1,20,R,43,Pass,"Complete, TD",43,,,,,,,,,,2
1230,O,1,10,M,-26,Pass,Incomplete,0,TRIO BACK,DEVIL FRONT,,,,,,,,2
1231,O,2,10,L,-26,Pass,Penalty,-5,LT TRIO BACK,VERT H SWITCH,,,,,,,,2
1232,O,2,15,L,-21,Pass,Complete,33,TRIO BACK,SMASH Y THROWBACK,,,,,,,,2
1233,O,1,10,L,46,Run,Rush,0,LT TRIO BACK,NASCAR BOSS,,,,,,,,2
1234,O,2,10,L,46,Run,Rush,0,TRIO BACK,HOUSTON GUY,,,,,,,,2
1235,O,3,10,L,46,Pass,Rush,1,LT TRIO BACK,MIZZOU,,,,,,,,2
1236,D,1,10,M,-12,Run,Rush,2,,,,,,,,,,2
1237,D,2,8,L,-14,,Penalty,5,,,,,,,,,,2
1238,D,2,3,L,-19,Run,Rush,4,,,,,,,,,,2
1239,D,1,10,L,-23,Pass,Fumble,0,,,,,,,,,,2
1240,O,1,10,L,23,Pass,Incomplete,0,LT DING 1,BELT,,,,,,,,2
1241,O,2,10,L,23,Run,Rush,8,LT DING BACK 5,COUGAR HUEY Q,,,,,,,,2
1242,O,3,2,L,10,Run,Rush,-3,ACE,ZIP,,,,,,,,2
1243,D,1,10,M,-13,Run,Penalty,-10,,,,,,,,,,2
1244,D,1,20,L,-10,Pass,Complete,19,,,,,,,,,,2
1245,D,2,1,R,-29,,Penalty,-5,,,,,,,,,,2
1246,D,2,6,R,-24,Run,Penalty,15,,,,,,,,,,2
1247,D,1,10,R,-39,Run,Rush,5,,,,,,,,,,2
1248,D,2,5,L,-44,Run,Scramble,6,,,,,,,,,,2
1249,D,1,10,L,50,Run,Rush,11,,,,,,,,,,2
1250,D,1,10,R,39,Run,Rush,19,,,,,,,,,,2
1251,D,1,10,R,20,Run,Rush,9,,,,,,,,,,2
1252,D,2,1,R,11,Pass,Penalty,-5,,,,,,,,,,2
1253,D,2,6,L,16,Pass,Penalty,-5,,,,,,,,,,2
1254,D,2,12,M,22,Run,Rush,0,,,,,,,,,,2
1255,D,3,12,M,22,Pass,Incomplete,0,,,,,,,,,,2
1256,O,1,10,M,-18,Run,Rush,11,LT DOS BACK,COUGAR GUY,,,,,,,,2
1257,O,1,10,L,-29,Pass,Complete,18,DOS BACK,RIVER RAIL,,,,,,,,2
1258,O,1,10,L,-47,Pass,Scramble,0,LT DOS BACK,SHOCK SLICE,,,,,,,,2
1259,O,2,10,L,-47,Run,Rush,1,TRIO BACK,DEVIL FRONT,,,,,,,,2
1260,O,3,9,L,-48,Pass,Complete,4,LT TREY,CRANK,,,,,,,,2
1261,D,1,10,M,-20,Pass,Incomplete,0,,,,,,,,,,2
1262,D,2,10,L,-20,Pass,Incomplete,0,,,,,,,,,,2
1263,D,3,10,L,-20,Pass,Incomplete,0,,,,,,,,,,2
1264,O,1,10,L,-49,Pass,Incomplete,0,LT TRIO BACK,VERT Y SWITCH,,,,,,,,2
1265,O,2,10,R,-49,Pass,Complete,4,LT TRIO BACK,LASER H,,,,,,,,2
1266,O,3,6,R,47,,,0,,,,,,,,,,2
1267,D,1,10,M,-30,Run,Rush,3,,,,,,,,,,3
1268,D,2,7,L,-33,Pass,Complete,13,,,,,,,,,,3
1269,D,1,10,L,-46,Run,Rush,0,,,,,,,,,,3
1270,D,2,10,R,-46,Run,Rush,3,,,,,,,,,,3
1271,D,3,7,R,-49,,Penalty,5,,,,,,,,,,3
1272,D,3,2,R,46,Pass,Complete,20,,,,,,,,,,3
1273,D,1,10,R,26,Run,Rush,5,,,,,,,,,,3
1274,D,2,5,L,21,Run,Rush,4,,,,,,,,,,3
1275,D,3,1,R,17,Run,Rush,2,,,,,,,,,,3
1276,D,1,10,R,15,Run,Rush,2,,,,,,,,,,3
1277,D,2,8,R,13,Pass,Complete,-2,,,,,,,,,,3
1278,D,3,10,L,15,Pass,"Complete, TD",15,,,,,,,,,,3
1279,O,1,10,M,-21,Run,Rush,-5,LT TRIO BACK 1,BULL GUY Q,,,,,,,,3
1280,O,2,15,R,-16,Pass,Incomplete,0,LT TRIO BACK 1,PEPPER,,,,,,,,3
1281,O,3,15,R,-16,Run,Rush,1,DOUBLES,ZIP RAIL,,,,,,,,3
1282,D,1,10,R,13,Run,Rush,8,,,,,,,,,,3
1283,D,2,2,L,5,Run,Rush,4,,,,,,,,,,3
1284,D,1,1,L,1,Run,Penalty,-25,,,,,,,,,,3
1285,D,1,26,M,26,Pass,Penalty,13,,,,,,,,,,3
1286,D,1,13,R,13,Run,Rush,1,,,,,,,,,,3
1287,D,2,12,R,12,Pass,Penalty,0,,,,,,,,,,3
1288,D,2,12,R,12,Pass,"Complete, TD",12,,,,,,,,,,3
1289,O,1,10,M,-20,Run,Rush,2,TRIO BACK,NEVADA RAIL,,,,,,,,3
1290,O,2,8,L,-22,,Penalty,-5,BEAST,HOUSTON GUY Q FOLLOW,,,,,,,,3
1291,O,2,13,L,-17,Pass,Complete,4,LT TREY,AKRON READ,,,,,,,,3
1292,O,3,9,L,-21,Pass,Sack,-9,DOUBLES,SMASH Z TAKE,,,,,,,,3
1293,D,1,10,R,45,Run,Rush,14,,,,,,,,,,3
1294,D,1,10,L,31,Pass,Complete,8,,,,,,,,,,3
1295,D,2,2,L,23,Run,Penalty,-10,,,,,,,,,,4
1296,D,2,12,R,33,Pass,Incomplete,0,,,,,,,,,,4
1297,D,3,12,R,33,,Penalty,5,,,,,,,,,,4
1298,D,3,7,R,28,Pass,"Complete, TD",28,,,,,,,,,,4
1299,O,1,10,M,-33,Run,Rush,13,DOS,AKRON FRONT,,,,,,,,4
1300,O,1,10,R,-46,Run,Rush,2,DOUBLES STACK,NASCAR STACK,,,,,,,,4
1301,O,2,8,R,-48,Run,Rush,10,TRIO BACK,NEVADA RAIL,,,,,,,,4
1302,O,1,10,R,42,Pass,Incomplete,0,LT TRIO BACK 1,COUGAR GUY Q,,,,,,,,4
1303,O,2,10,R,42,Pass,Incomplete,0,TREY 2,LONGHORN Q,,,,,,,,4
1304,O,3,10,R,42,Pass,Incomplete,0,DOS BACK,SEAM Y WHEEL,,,,,,,,4
1305,D,1,10,R,-24,Run,Rush,3,,,,,,,,,,4
1306,D,2,7,L,-27,Run,Rush,3,,,,,,,,,,4
1307,D,3,4,L,-30,Run,Rush,14,,,,,,,,,,4
1308,D,1,10,L,-44,Run,Rush,5,,,,,,,,,,4
1309,D,2,5,R,-49,Run,Rush,1,,,,,,,,,,4
1310,D,3,4,R,50,Run,Rush,2,,,,,,,,,,4
1311,D,4,2,R,49,,Penalty,-5,,,,,,,,,,4
1312,O,1,10,R,-20,,Penalty,-5,,SCOUT,,,,,,,,4
1313,O,1,15,R,-15,Pass,Complete,4,ACE BACK,SCOUT,,,,,,,,4
1314,O,2,11,L,-19,Run,Rush,6,TRACE YAK,HOUSTON GUY SPEAR,,,,,,,,4
1315,O,3,5,L,-25,Pass,Complete,4,TRACE,SMOOSH,,,,,,,,4
1316,O,4,1,L,-29,Run,Rush,-1,LT TROFF BACK,DUKE,,,,,,,,4
1317,D,1,10,L,28,Run,Penalty,-5,,,,,,,,,,4
1318,D,1,15,R,33,Run,Rush,11,,,,,,,,,,4
1319,D,2,4,R,22,Run,Penalty,-10,,,,,,,,,,4
1320,D,2,14,R,32,Run,Rush,4,,,,,,,,,,4
1321,D,3,10,R,28,Run,Rush,-1,,,,,,,,,,4
1322,D,4,11,R,29,Pass,Penalty,-10,,,,,,,,,,4
1323,D,1,10,M,-20,Run,Rush,3,TROFF,INSIDE ZONE,R,L,,,3-4,ROLL,NO,1
1324,D,2,7,L,-23,Run,Rush,5,TRIO BACK,POWER,R,R,,,3-4,THUNDER,,1
1325,D,3,2,M,-28,Run,Rush,3,ACE,ISO,BAL,R,,,3-4,BLACK,FC BC,1
1326,D,1,10,M,-31,Pass,Incomplete,0,DOS BACK,DROPBACK,L,L,,,3-4,BLUE,NO,1
1327,D,2,10,M,-31,Run,Rush,2,LT TRIO BACK,OUTSIDE ZONE READ,R,L,,,3-3,BLUE,NO,1
1328,D,3,8,L,-33,,Penalty,5,DOUBLES,,BAL,,,,4-2,WHITE,FC,1
1329,D,3,3,L,-38,Run,Rush,2,TRIO BACK,INSIDE ZONE READ,R,R,,,3-4,WHITE,WC,1
1330,D,4,1,L,-40,Run,Rush,1,TRIO BACK,POWER,R,R,,,3-4,WHITE,SA BC,1
1331,D,1,10,R,-41,Pass,Incomplete,0,LT TRIO BACK,DROPBACK,L,L,,,3-4,SOLO,SA,1
1332,D,2,10,M,-41,Pass,Complete,2,LT TRIO BACK,INSIDE ZONE (RPO),L,L,,,3-4,SOLO,WA,1
1333,D,3,8,L,-43,Pass,Scramble,5,LT TREY,DROPBACK,R,L,,,3-3,SOLO,FC SA,1
1334,O,1,10,L,-40,Run,Rush,10,LT DOS,IZ,L,L,B,,,,,1
1335,O,1,10,L,50,Run,Rush,5,LT DOS,IZ,L,L,C,,,,,1
1336,O,2,5,L,45,Run,Rush,4,LT DOS,IZ,L,R,A,,,,,1
1337,O,3,1,L,41,Pass,Complete,0,LT DOS,LASER,L,L,,1,,,,1
1338,O,4,1,L,41,Pass,"Complete, TD",41,EMPTY,Y STICK,R,L,,7,,,,1
1339,D,1,10,M,-20,Run,Rush,3,TRIO BACK,OUTSIDE ZONE,R,L,,,3-4,BLUE,FC,1
1340,D,2,7,L,-23,Pass,Complete,50,TRIO BACK,PLAY ACTION,R,L,,,3-4,BLUE,BC,1
1341,D,1,10,L,27,Run,Rush,3,EMPTY,QB DRAW,L,R,,,3-3,BLUE,NO,1
1342,D,2,7,L,24,,Penalty,-5,LT DING,PIN AND PULL,L,,,,3-4,BLUE,WC,1
1343,D,2,12,L,29,Pass,Incomplete,0,TRIO BACK,SLIP SCREEN,R,L,,,3-4,SOLO,NO,1
1344,D,3,12,L,29,Pass,Scramble,1,TRIPS,DROPBACK,R,R,,,3-4,BLACK,FC BC,1
1345,D,4,11,L,28,Pass,Incomplete,0,TRIPS,DROPBACK,R,R,,,4-2,BLACK,FC,1
1346,O,1,10,R,-28,Pass,Incomplete,0,NUB,SMASH,R,L,,4,,,,1
1347,O,2,10,R,-28,,Penalty,-5,,,R,,,,,,,1
1348,O,2,15,R,-23,Pass,Complete,9,LT TREY,SCOUT,L,L,,4,,,,1
1349,O,3,6,L,-32,Pass,Complete,7,LT DBLS,SCOUT,BAL,R,,3,,,,1
1350,O,1,10,R,-39,Run,Rush,4,LT DOS 5,OZ,L,L,D,,,,,1
1351,O,2,6,L,-43,Pass,Complete,24,DOS,PWR,R,R,,6,,,,1
1352,O,1,10,R,33,Pass,Incomplete,0,LT DOS,STICK,L,L,,4,,,,1
1353,O,2,10,R,33,Pass,"Complete, TD",33,DOS,VERT,R,L,,7,,,,1
1354,D,1,10,R,-26,Pass,Complete,-1,DING,COUNTER (RPO),R,L,,,3-4,BLUE,NO,1
1355,D,2,11,L,-25,Run,Rush,11,LT DING,ISO (RPO),L,R,,,3-4,BLUE,SB,2
1356,D,1,10,L,-36,Run,Rush,2,LT DING,COUNTER,L,R,,,3-4,BLUE,NO,2
1357,D,2,8,M,-38,Pass,Incomplete,0,LT DING,DROPBACK,L,R,,,3-4,BLUE,NO,2
1358,D,3,8,M,-38,Pass,Complete,11,TRIO BACK,DROPBACK,R,R,,,4-2,SOLO,BC,2
1359,D,1,10,R,-49,Run,Rush,3,DING,ISO (RPO),R,L,,,3-4,BLUE,WB,2
1360,D,2,7,R,48,Run,Rush,8,DOS BACK,JET SWEEP POWER,L,R,,,3-4,BLUE,NO,2
1361,D,1,10,R,40,Run,Penalty,-10,DOUBLES,INSIDE ZONE,BAL,L,,,3-4,BLUE,WB,2
1362,D,1,20,M,50,Pass,Sack,-9,DOUBLES,DROPBACK,BAL,R,,,3-4,BLUE,SB,2
1363,D,2,29,R,-41,Pass,Complete,4,LT TRIPS,SLIP SCREEN,L,L,,,3-1,TAMPA,NO,2
1364,D,3,25,L,-45,Pass,Sack,-2,TRIPS,DROPBACK,R,R,,,4-0,TAMPA,BC,2
1365,O,1,10,L,-26,Run,Rush,1,LT NUB,IZ,R,R,B,,,,,2
1366,O,2,9,L,-27,Run,Rush,0,DOS BACK,CTR,R,L,A,,,,,2
1367,O,3,9,L,-27,Pass,Complete,3,LT DBLS,STICK,BAL,R,,6,,,,2
1368,D,1,10,L,47,Run,Rush,7,TRIO BACK,ISO (RPO),BAL,R,,,3-4,SOLO,NO,2
1369,D,2,3,L,40,Run,Rush,11,TRIO BACK,ISO (RPO),R,R,,,3-4,SOLO,SB,2
1370,D,1,10,L,29,Run,Rush,0,TRIO BACK,ISO (RPO),R,L,,,3-4,SOLO,SC,2
1371,D,2,10,L,29,Pass,"Complete, TD",29,TRIO BACK,COUNTER (RPO),R,R,,,3-4,SOLO,WC,2
1372,O,1,10,L,38,,Penalty,-5,DBLS,,,,,,,,,2
1373,O,1,15,L,43,Run,Rush,-3,EMPTY,OZ,R,R,C,,,,,2
1374,O,2,18,R,46,,Penalty,-5,DOUBLES,,,,,,,,,2
1375,O,2,23,R,-49,Pass,Incomplete,0,DBLS,SHALLOW,BAL,R,,6,,,,2
1376,O,3,23,R,-49,,Timeout,0,,,,,,,,,,2
1377,O,3,23,R,-49,Pass,Penalty,15,EMPTY,POKE,L,R,,9,,,,2
1378,O,1,10,R,36,Pass,Incomplete,0,DBLS,CREASE,BAL,L,,5,,,,2
1379,O,2,10,R,36,Run,Rush,4,LT TRIO,OZ,L,L,D,,,,,2
1380,O,3,6,M,32,Run,Rush,6,DOS,PWR,R,R,B,,,,,2
1381,O,1,10,M,26,Pass,Incomplete,0,DOS,IZ,R,R,,6,,,,2
1382,O,2,10,M,26,Run,Rush,8,TREY,IZ,R,R,A,,,,,2
1383,O,3,2,R,18,Run,Rush,3,LT TRIO,OZ,L,L,D,,,,,2
1384,O,1,10,L,15,,Timeout,0,,,,,,,,,,2
1385,O,1,10,L,15,Pass,Incomplete,0,TRIO,SMASH,R,R,,9,,,,2
1386,O,1,10,R,-20,Run,Rush,-3,DOS BACK,CTR,R,L,B,,,,,3
1387,O,2,13,M,-17,Pass,Complete,23,LT DOS BACK,ROCKET,L,R,,3,,,,3
1388,O,1,10,R,-40,Run,Rush,5,LT TRIO BACK,PWR,L,L,B,,,,,3
1389,O,2,5,R,-45,Run,Rush,14,DOS,IZ,R,R,B,,,,,3
1390,O,1,10,R,41,,Penalty,5,LT DOS,,L,,,,,,,3
1391,O,1,5,R,36,Pass,Incomplete,0,LT DOS,IZ,L,L,,7,,,,3
1392,O,2,5,R,36,Run,Rush,1,DOS,PWR,R,R,B,,,,,3
1393,O,3,4,R,35,Pass,Complete,9,DOS,POWER,R,L,,1,,,,3
1394,O,1,10,L,26,Run,Rush,-5,LT TREY,IZ,L,L,A,,,,,3
1395,O,2,15,L,31,Pass,Complete,18,LT DOS BACK,LASER,L,L,,1,,,,3
1396,O,1,10,L,13,,Penalty,5,,,R,,,,,,,3
1397,O,1,5,L,8,Run,Rush,2,LT DOS,,L,L,B,,,,,3
1398,O,2,3,L,6,Run,Rush,5,TRIO,OZ,R,R,C,,,,,3
1399,O,1,1,M,1,Run,"Rush, TD",1,HEAVY,IZ,R,R,A,,,,,3
1400,D,1,10,R,-21,Run,Rush,3,LT TROFF,INSIDE ZONE,L,L,,,3-4,LIGHTNING,NO,3
1401,D,2,7,M,-24,Run,Rush,6,TROFF OVER,COUNTER (RPO),R,L,,,3-4,SOLO,NO,3
1402,D,3,1,L,-30,Run,Rush,4,LT DING,ISO (RPO),L,R,,,3-4,BLUE,WA,3
1403,D,1,10,M,-34,Pass,Incomplete,0,DING,DROPBACK,R,L,,,3-4,BLUE,NO,3
1404,D,2,10,M,-34,Run,Rush,4,TROFF OVER,ISO (RPO),R,L,,,3-4,SOLO,NO,3
1405,D,3,6,M,-38,,Timeout,0,,,,,,,,,,3
1406,D,3,6,M,-38,Pass,Complete,9,LT TRIO BACK,DROPBACK,L,L,,,3-4,SOLO,NO,3
1407,D,1,10,L,-47,Run,Rush,1,TRIO BACK,ISO (RPO),R,R,,,3-4,SOLO,BC,3
1408,D,2,9,M,-48,Run,Penalty,16,TRIO BACK,REVERSE,R,L,,,3-4,SOLO,NO,3
1409,D,1,10,R,36,Run,Penalty,-7,DING,PIN AND PULL,R,L,,,3-4,BLUE,WB,3
1410,D,1,17,L,43,Pass,Complete,16,TRIO BACK,DROPBACK,BAL,R,,,3-4,SOLO,NO,3
1411,D,2,1,R,27,Pass,Complete,23,LT TRIO BACK,ISO (RPO),L,L,,,3-4,LIGHTNING,BC,3
1412,D,1,4,L,4,Pass,"Complete, TD",4,ACE,PLAY ACTION,L,R,,,3-4,BLACK,NO,3
1413,O,1,10,R,50,Run,Penalty,-7,LT DOS BACK,OZ,L,L,D,,,,,4
1414,O,1,17,L,-43,Pass,Complete,31,LT DOS,SMASH,L,R,,6,,,,4
1415,O,1,10,R,26,Pass,Penalty,13,DOS,VERT,R,R,,,,,,4
1416,O,1,10,R,13,Run,Rush,6,TREY,OZ,R,R,C,,,,,4
1417,O,2,4,R,7,Run,Rush,1,TREY,IZ,R,R,C,,,,,4
1418,O,3,3,R,6,,Timeout,0,,,,,,,,,,4
1419,O,3,3,R,6,Pass,Incomplete,0,DBLS,MESH,BAL,R,,5,,,,4
1420,O,4,3,R,6,,Penalty,3,LT TRIPS,TRICK,,,,,,,,4
1421,O,1,3,R,3,Run,"Rush, TD",3,ACE HEAVY,IZ,R,R,A,,,,,4
1422,D,1,10,R,-23,Run,Rush,16,DING,PIN AND PULL,R,L,,,3-4,BLUE,NO,4
1423,D,1,10,L,-39,Pass,Incomplete,0,NASCAR ALL,DOUBLE PASS,,L,,,3-4,BLUE,BC,4
1424,D,2,10,L,-39,Pass,Complete,12,TRIO BACK,DROPBACK,BAL,R,,,3-3,SOLO,NO,4
1425,D,1,10,R,49,Run,Rush,2,DOUBLES,INSIDE ZONE (RPO),BAL,L,,,3-4,BLUE,BC,4
1426,D,2,8,M,47,Pass,Complete,10,LT TRIPS,DROPBACK,L,L,,,3-4,LIGHTNING,NO,4
1427,D,1,10,L,37,Pass,Penalty,15,TRIPS,DROPBACK,BAL,R,,,3-4,BLUE,SB,4
1428,D,1,10,L,22,Run,Rush,-9,TRIO BACK,DROPBACK,R,R,,,3-4,WHITE,FC SB,4
1429,D,2,19,M,31,Pass,Incomplete,0,TRIO BACK,DROPBACK,R,L,,,3-4,SOLO,SB,4
1430,D,3,19,L,31,Pass,Incomplete,0,TRIPS,DROPBACK,R,L,,,4-2,BLACK,WB SC,4
1431,D,1,10,L,31,Run,Rush,7,LT TREY,QB POWER,R,L,,,3-4,THUNDER,SB,4
1432,D,2,3,L,24,Pass,Penalty,-13,TRIPS,DROPBACK,R,L,,,3-4,THUNDER,WB BC,4
1433,D,2,16,L,37,Pass,Incomplete,0,LT DOS BACK,DROPBACK,R,L,,,3-4,BLUE,WB,4
1434,D,3,16,L,37,Pass,Penalty,8,TRIPS,DROPBACK,R,L,,,4-2,BLACK,FC BC SA WA,4
1435,D,3,8,L,29,Pass,Scramble,12,TRIO BACK,DROPBACK,R,R,,,4-2,WHITE,SC WC,4
1436,D,1,10,R,17,Run,Rush,12,LT TRIO BACK,ISO (RPO),BAL,R,,,3-4,WHITE,FC,4
1437,D,1,5,R,5,,Penalty,-5,LT TRIO BACK,,BAL,,,,3-4,WHITE,FC BC,4
1438,D,1,10,R,10,Pass,Interception,,LT TRIO BACK,DROPBACK,L,L,,,3-4,WHITE,FC SB BC,4
1439,O,1,10,R,37,Pass,Complete,3,TREY,OZ,R,L,,1,,,,4
1440,O,2,7,L,34,Run,Rush,2,LT TREY,IZ,L,L,A,,,,,4
1441,O,3,5,L,32,Pass,Complete,14,LT DOS,STICK,L,R,,5,,,,4
1442,O,1,10,L,18,Run,Rush,1,TRIO,IZ,R,R,A,,,,,4
1443,O,2,9,L,17,Run,Rush,-5,TRIO,IZ,R,R,A,,,,,4
1444,O,3,14,L,22,Pass,Complete,8,LT EMPTY,MESH,L,R,,5,,,,4
1445,O,4,6,L,14,Pass,Complete,10,LT EMPTY,STICK,L,L,,4,,,,4
1446,O,1,4,L,4,Run,Rush,-3,TIGHT,,BAL,,,,,,,4
1447,O,2,7,L,7,Run,Fumble,0,TIGHT,,BAL,R,,,,,,4
1448,D,1,10,R,-7,Run,Rush,18,LT TRIO BACK,OUTSIDE ZONE,L,L,,,,PREVENT,NO,4
1449,O,1,10,,-30,Run,Rush,5,LT DOS,IZ,L,L,D,,,,,1
1450,O,2,4,,-36,Pass,Complete,8,LT DOS,STOKE,L,R,,6,,,,1
1451,O,1,10,,-43,Pass,Fumble,50,TREY,SMASH,R,L,,,,,,1
1452,D,0,10,,17,Run,Rush,-1,,OUTSIDE ZONE,,,,,3-4,BLUE,NO,4
1453,D,2,11,,18,Pass,Complete,10,DOUBLES,DROPBACK,,,,,3-4,BLUE,WB,4
1454,D,3,1,R,8,Run,Rush,1,DOS BACK,INSIDE ZONE (RPO),,,,,3-4,BLACK,WB,4
1455,D,1,7,,7,Pass,Incomplete,0,DOS BACK,INSIDE ZONE (RPO),,,,,3-4,BLACK,WC BD,4
1456,D,2,7,,7,Run,Rush,-3,LT TRIO BACK,OUTSIDE ZONE,,,,,3-4,BLACK,WC,4
1457,D,3,10,,10,Pass,Incomplete,0,LT TRIPS,DROPBACK,,,,,3-4,BLACK,WB,4
1458,O,1,10,,-22,Run,Rush,6,LT DOS,IZ,L,L,A,,,,,1
1459,O,2,5,,-27,Pass,Complete,9,TREY,IZ,,,,,,,,1
1460,O,1,10,,-37,Pass,Incomplete,0,TREY,DEAL,,,,,,,,1
1461,O,2,10,L,-37,Pass,Complete,14,DOS,SCOUT,R,R,,6,,,,1
1462,O,1,10,,49,Pass,Incomplete,0,DOS,SCOUT,R,R,,6,,,,1
1463,O,2,10,,49,Pass,Complete,12,DOS BACK,DRIVE,R,R,,5,,,,1
1464,O,1,10,,37,Pass,TD,0,DOS BACK,XBOX,R,R,,8,,,,1
1465,D,0,10,,-30,Pass,Complete,6,LT TRIO BACK,SPLIT ZONE (RPO),,,,,3-4,LIGHTNING,NO,4
1466,D,2,4,,-36,Run,Rush,2,LT TRIO BACK,INSIDE ZONE (RPO),,,,,3-4,LIGHTNING,FC,4
1467,D,3,2,M,-38,Pass,Complete,9,LT TRIO BACK,SPLIT ZONE (RPO),,,,,3-4,LIGHTNING,WB,4
1468,D,1,10,,-47,Pass,Incomplete,0,DOUBLES,DROPBACK,,,,,3-4,BLUE,WB,4
1469,D,2,10,,-47,Pass,Incomplete,0,DOUBLES,DROPBACK,,,,,3-4,BLUE,WB,4
1470,D,3,10,,-47,Pass,Sack,-10,LT TRIPS,DROPBACK,,,,,3-4,LIGHTNING,SC,4
1471,O,1,10,,-42,Run,Rush,13,DOS,OZ,R,L,D,,,,,1
1472,O,2,3,,-49,Run,Rush,13,LT DOS,PIN PULL,L,L,D,,,,,1
1473,O,1,10,,46,Run,Rush,18,LT DOS,IZ,L,L,D,,,,,1
1474,O,1,10,,30,Pass,Incomplete,0,LT DOS,SMASH,L,L,,8,,,,1
1475,O,2,10,,30,Pass,Incomplete,0,TREY,DEAL,R,L,,1,,,,1
1476,O,3,10,,30,Pass,Scramble,10,EMPTY,VERTS,R,R,,,,,,1
1477,O,1,10,,20,Run,Rush,3,TRIO,OZ,R,L,C,,,,,1
1478,O,2,7,,17,,Penalty,0,TRIO,OZ,R,R,D,,,,,1
1479,O,2,7,,17,,,0,,,,,,,,,,1
1480,O,2,7,,17,Pass,Complete,2,DBLS,SMASH,BAL,L,,1,,,,1
1481,O,3,5,L,15,Pass,Sack,-5,DBLS,STICK,BAL,L,,,,,,1
1482,D,0,10,,-29,Pass,Complete,5,NASCAR ALL,INSIDE ZONE (RPO),,,,,3-4,BLUE,NO,4
1483,D,2,5,,-34,Run,Rush,4,DING,OUTSIDE ZONE,,,,,3-4,BLUE,NO,4
1484,D,3,1,L,-38,Pass,Incomplete,0,NASCAR ALL,INSIDE ZONE (RPO),,,,,3-4,LIGHTNING,NO,4
1485,O,1,10,,-25,Run,Rush,9,DBLS,OZ,BAL,R,C,,,,,1
1486,O,2,1,,-34,Pass,Complete,-2,LT TRIPS,KEY 3,L,L,,1,,,,1
1487,O,3,3,,-32,Pass,Incomplete,0,DBLS,STICK,BAL,L,,5,,,,1
1488,D,0,10,,46,Run,Rush,5,DOUBLES,POWER (RPO),,,,,3-4,BLUE,WB,4
1489,D,2,5,,41,Run,Rush,4,DOUBLES,POWER (RPO),,,,,3-4,BLUE,NO,4
1490,D,3,1,,37,,,0,DOS BACK,,,,,,3-4,,,4
1491,D,3,1,R,37,Run,Rush,-5,DOS BACK,INSIDE ZONE (RPO),,,,,3-4,BLUE,SB WB,4
1492,O,1,10,,-10,Run,Rush,15,DOS,PIN PULL,R,R,D,,,,,2
1493,O,1,10,,-25,Run,Rush,0,DOS,IZ,R,R,A,,,,,2
1494,O,2,10,,-25,Pass,Complete,26,DOS,SMASH,R,L,,5,,,,2
1495,O,1,10,,44,Run,Rush,0,DOS,IZ,,,,,,,,2
1496,O,2,10,,44,Pass,Sack,-4,LT DOS,IZ,L,R,,,,,,2
1497,O,3,14,,48,Pass,Incomplete,0,EMPTY,SMASH,R,R,,2,,,,2
1498,D,0,10,,-13,Run,Rush,9,TRIPS,POWER (RPO),,,,,3-4,THUNDER,NO,4
1499,D,2,1,,-22,,Rush,8,,,,,,,3-4,,NO,4
1500,D,1,10,,-30,Run,Rush,18,TRIPS,POWER (RPO),,,,,3-4,THUNDER,NO,4
1501,D,1,10,,-48,Pass,"Sack, Fumble",0,TRIPS,DROPBACK,,,,,3-4,THUNDER,WB BC,4
